id,ECO_NAME,feature_x,feature_y,BIOME ID,Carbon Storage Trees - kg per Tree,Carbon Storage Rooftops - kg per m2^2,Oxygen Trees - kg / tree,Oxygen Rooftops - kg / m2,Carbon Dioxide Cars - kg / car,Urban Cooling Trees - Kelvin / tree,Urban Cooling Rooftops - Kelvin / m2^2
0,Sinaloan dry forests,"-106,019,944,805,649,000","22,861,296,024,144,500",2,0.2,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
1,Veracruz moist forests,"-99,067,873,007,320,200","23,012,525,615,843,500",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
2,Uatuma-Trombetas moist forests,"-58,409,831,721,672,100","-2,850,766,644,752,320",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
3,Uatuma-Trombetas moist forests,"-53,147,714,484,423,700",0.427180131,1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
4,Uatuma-Trombetas moist forests,"-52,497,904,822,356,400",-0.906219081,1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
5,Uatuma-Trombetas moist forests,"-60,362,720,428,944,600","2,095,125,284,754,780",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
6,Ucayali moist forests,"-75,666,472,075,928,600","-5,265,400,040,137,810",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
7,Guianan piedmont and lowland moist forests,"-63,078,110,567,599,800","5,906,034,180,157,440",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
8,Guianan piedmont and lowland moist forests,"-63,221,550,342,393,000","6,182,815,119,217,140",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
9,Caqueta moist forests,"-72,331,543,943,562,700",0.491206591,1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
10,MarajÃ³ varzeÃ¡,"-49,499,964,889,419,000",-0.445780132,1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
11,Atacama desert,"-69,380,783,315,117,700","-21,509,146,742,413,000",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
12,Cherskii-Kolyma mountain tundra,"127,200,543,558,669,000","67,969,478,183,362,400",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
13,Cherskii-Kolyma mountain tundra,"132,352,350,172,039,000","65,439,420,542,685,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
14,Ethiopian montane forests,"39,130,720,379,940,700","8,162,438,322,114,430",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
15,Guianan savanna,"-59,821,701,387,502,300","2,492,890,004,687,270",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
16,Magdalena Valley montane forests,"-73,324,244,235,847,500","5,591,327,777,054,120",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
17,Cuban dry forests,"-81,398,167,316,055,300","22,732,242,832,316,300",2,0.2,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
18,YucatÃ¡n moist forests,"-90,539,763,243,945,500","18,298,392,661,748,600",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
19,Trans-Mexican Volcanic Belt pine-oak forests,"-100,065,632,931,421,000","18,979,735,246,820,900",3,0.4,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
20,Eastern Cordillera real montane forests,"-77,749,425,719,708,900",-0.363029906,1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
21,Scandinavian Montane Birch forest and grasslands,"19,704,905,593,263,100","67,809,378,492,013,200",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
22,Scandinavian Montane Birch forest and grasslands,"15,729,669,617,737,300","67,711,561,446,010,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
23,Scandinavian Montane Birch forest and grasslands,"14,308,710,529,254,700","64,936,946,613,305,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
24,Chukchi Peninsula tundra,"-171,436,171,759,114,000","66,610,011,947,059,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
25,Chukchi Peninsula tundra,"-175,198,874,723,897,000","65,590,344,465,763,200",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
26,PetÃ©n-Veracruz moist forests,"-90,962,878,375,632,100","16,058,873,171,494,600",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
27,Llanos,"-67,360,085,331,535,100","7,852,189,009,146,040",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
28,Llanos,"-68,120,584,686,249,400","7,768,546,831,316,930",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
29,Llanos,"-68,426,856,345,907,600","9,411,024,183,482,310",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
30,Arctic desert,"59,217,226,903,502,600","75,033,488,665,402,800",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
31,Beringia upland tundra,"-165,701,748,243,883,000","64,729,981,821,721,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
32,Central American pine-oak forests,"-88,910,126,340,314,900","14,904,410,886,291,900",3,0.4,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
33,Central American Atlantic moist forests,"-87,094,706,703,477,600","15,698,551,293,455,500",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
34,Cordillera Oriental montane forests,"-72,379,881,927,019,700","7,331,221,823,932,490",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
35,La Costa xeric shrublands,"-67,390,683,638,365,600","9,919,273,618,637,970",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
36,Magdalena-UrabÃ¡ moist forests,"-74,943,003,019,462,300","9,573,337,331,918,100",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
37,ChocÃ³-DariÃ©n moist forests,"-76,821,459,983,561,200","7,670,209,992,724,700",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
38,Cantabrian mixed forests,"-2,014,731,695,069,270","42,851,223,607,482,800",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
39,Gissaro-Alai open woodlands,"68,690,472,611,096,700","38,978,236,070,509,000",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
40,Gissaro-Alai open woodlands,"69,457,562,730,725,000","39,951,354,120,680,200",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
41,Klamath-Siskiyou forests,"-122,954,014,450,356,000","41,372,098,653,481,700",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
42,Middle Arctic tundra,"-123,313,483,555,007,000","71,181,091,894,547,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
43,Middle Arctic tundra,"-122,228,152,669,257,000","73,998,193,152,208,300",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
44,Northwestern Andean montane forests,"-78,817,940,286,115,900",-0.399309999,1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
45,Guianan Highlands moist forests,"-66,532,899,235,193,600","5,676,614,597,573,980",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
46,Negro-Branco moist forests,"-68,731,921,420,496,100","2,939,177,860,068,020",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
47,Negro-Branco moist forests,"-62,488,936,580,399,800",-0.539493152,1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
48,Napo moist forests,"-75,914,973,268,412,900","-4,909,192,738,948,490",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
49,Napo moist forests,"-75,010,766,636,613,800","-3,699,548,645,591,560",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
50,Arctic desert,"15,370,640,950,912,900","79,387,060,431,466,400",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
51,Arctic desert,"21,334,012,173,625,900","78,867,549,253,733,700",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
52,Northwest Russian-Novaya Zemlya tundra,"54,216,775,215,640,400","71,044,108,512,538,400",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
53,Middle Arctic tundra,"-116,559,873,566,747,000","71,226,948,167,626,600",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
54,Middle Arctic tundra,"-107,484,124,885,758,000","69,774,142,570,469,700",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
55,Middle Arctic tundra,"-113,294,708,758,188,000","72,461,574,939,611,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
56,Middle Arctic tundra,"-108,642,470,895,917,000","72,100,689,167,754,900",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
57,Middle Arctic tundra,"-108,742,207,967,617,000","70,877,708,997,053,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
58,Tocantins/Pindare moist forests,"-45,566,995,739,113,500","-1,793,908,850,339,370",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
59,Tocantins/Pindare moist forests,"-48,811,890,783,307,800","-3,855,642,481,956,520",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
60,Purus varzeÃ¡,"-71,928,614,315,195,200","-2,241,070,977,200,580",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
61,Xingu-Tocantins-Araguaia moist forests,"-51,821,888,207,132,100","-7,983,669,625,797,460",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
62,Xingu-Tocantins-Araguaia moist forests,"-51,483,196,173,861,800","-9,536,078,119,818,690",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
63,Madeira-TapajÃ³s moist forests,"-57,477,961,634,408,300","-8,375,523,928,346,620",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
64,Madeira-TapajÃ³s moist forests,"-57,717,760,635,613,100","-4,876,461,196,129,950",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
65,Madeira-TapajÃ³s moist forests,"-63,491,472,394,660,100","-14,166,912,694,376,200",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
66,Madeira-TapajÃ³s moist forests,"-58,770,959,932,137,600","-11,259,517,946,578,500",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
67,Madeira-TapajÃ³s moist forests,"-64,137,106,856,565,600","-10,885,634,631,154,200",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
68,Madeira-TapajÃ³s moist forests,"-63,556,747,632,497,600","-14,428,534,336,709,400",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
69,TapajÃ³s-Xingu moist forests,"-55,071,230,131,085,700","-6,433,267,044,414,740",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
70,TapajÃ³s-Xingu moist forests,"-53,796,188,438,485,400","-2,757,549,167,417,620",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
71,TapajÃ³s-Xingu moist forests,"-53,580,503,204,137,900","-8,030,019,226,355,710",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
72,MaranhÃ£o BabaÃ§u forests,"-46,002,584,380,752,000","-4,422,914,331,734,950",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
73,JuruÃ¡-Purus moist forests,"-68,743,501,591,029,400","-5,863,934,238,537,210",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
74,JuruÃ¡-Purus moist forests,"-66,908,284,327,400,100","-4,564,844,561,164,520",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
75,East Siberian taiga,"115,937,528,631,644,000","69,691,062,620,659,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
76,East Siberian taiga,"98,311,103,327,113,300","61,809,065,017,412,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
77,East Siberian taiga,"113,917,346,543,170,000","69,417,961,685,142,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
78,East Siberian taiga,"122,473,474,166,071,000","63,396,089,737,308,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
79,East Siberian taiga,"124,969,436,386,985,000","61,593,726,760,412,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
80,East Siberian taiga,"90,290,114,428,227,300","66,848,914,625,826,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
81,East Siberian taiga,"125,574,454,953,004,000","65,233,180,429,134,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
82,East Siberian taiga,"137,145,687,421,476,000","58,232,474,852,277,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
83,East Siberian taiga,"95,862,279,610,380,300","66,206,290,087,467,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
84,East Siberian taiga,"109,643,047,167,569,000","56,127,830,173,854,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
85,East Siberian taiga,"99,256,430,005,380,600","61,733,695,920,188,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
86,East Siberian taiga,"102,636,734,480,844,000","68,725,174,660,195,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
87,East Siberian taiga,"126,874,096,888,451,000","55,044,835,866,288,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
88,East Siberian taiga,"112,196,956,110,074,000","53,190,707,356,383,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
89,East Siberian taiga,"114,349,417,098,062,000","62,262,629,307,450,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
90,East Siberian taiga,"135,584,426,863,480,000","59,481,015,674,790,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
91,East Siberian taiga,"99,069,465,935,966,800","65,634,453,606,858,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
92,East Siberian taiga,"109,635,346,172,817,000","63,222,491,248,443,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
93,East Siberian taiga,"109,887,178,996,018,000","68,008,471,742,851,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
94,East Siberian taiga,"111,236,536,302,241,000","68,272,985,463,304,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
95,East Siberian taiga,"100,058,913,132,038,000","57,641,358,662,513,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
96,East Siberian taiga,"101,189,890,195,045,000","63,003,621,316,124,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
97,East Siberian taiga,"89,223,535,077,207,700","65,967,532,118,834,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
98,East Siberian taiga,"122,303,194,938,061,000","70,585,517,777,660,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
99,East Siberian taiga,"118,398,740,962,190,000","59,662,972,322,781,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
100,East Siberian taiga,"115,625,842,372,436,000","55,144,219,081,431,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
101,East Siberian taiga,"92,127,085,455,495,100","59,330,997,496,542,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
102,East Siberian taiga,"108,871,794,091,658,000","68,749,045,848,646,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
103,East Siberian taiga,"91,284,370,443,328,000","61,106,724,706,185,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
104,East Siberian taiga,"113,420,709,415,847,000","66,780,612,258,709,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
105,East Siberian taiga,"104,048,596,065,585,000","66,241,718,550,674,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
106,East Siberian taiga,"120,521,865,252,371,000","60,039,587,619,279,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
107,East Siberian taiga,"116,762,640,625,395,000","66,575,918,991,138,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
108,East Siberian taiga,"90,815,233,616,502,800","66,497,714,975,184,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
109,East Siberian taiga,"115,381,062,678,236,000","66,360,101,584,945,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
110,East Siberian taiga,"118,960,364,813,955,000","63,937,513,198,317,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
111,East Siberian taiga,"104,086,447,308,635,000","61,032,647,454,207,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
112,East Siberian taiga,"111,335,337,541,802,000","60,184,596,997,777,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
113,East Siberian taiga,"99,437,095,120,576,300","64,185,970,133,816,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
114,East Siberian taiga,"119,434,048,377,068,000","59,929,784,181,574,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
115,East Siberian taiga,"93,056,312,506,446,900","61,589,945,211,888,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
116,East Siberian taiga,"99,255,144,609,783,600","54,134,182,889,247,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
117,East Siberian taiga,"113,137,192,347,857,000","69,936,311,459,112,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
118,East Siberian taiga,"128,545,928,738,586,000","54,274,907,479,603,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
119,East Siberian taiga,"115,450,995,335,865,000","63,037,466,697,591,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
120,East Siberian taiga,"118,583,342,207,332,000","68,331,555,324,751,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
121,East Siberian taiga,"104,269,198,187,635,000","63,092,787,345,878,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
122,East Siberian taiga,"128,697,416,356,514,000","56,045,173,861,563,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
123,East Siberian taiga,"121,420,386,376,248,000","58,380,820,975,655,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
124,East Siberian taiga,"101,560,526,584,697,000","56,797,641,609,295,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
125,East Siberian taiga,"88,751,645,144,618,400","67,678,793,626,726,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
126,East Siberian taiga,"96,495,265,192,041,600","62,243,863,413,868,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
127,East Siberian taiga,"125,078,357,146,294,000","60,299,044,245,774,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
128,East Siberian taiga,"105,305,836,168,804,000","62,594,756,357,432,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
129,East Siberian taiga,"119,988,958,148,525,000","63,458,131,200,498,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
130,East Siberian taiga,"123,990,449,066,767,000","59,615,143,050,607,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
131,East Siberian taiga,"121,825,414,591,116,000","69,773,613,694,215,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
132,East Siberian taiga,"104,953,001,484,201,000","56,087,998,250,528,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
133,East Siberian taiga,"102,515,265,499,591,000","66,161,758,196,057,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
134,East Siberian taiga,"106,597,214,628,865,000","56,896,058,846,535,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
135,East Siberian taiga,"110,094,967,063,905,000","55,867,268,342,580,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
136,East Siberian taiga,"126,027,715,612,012,000","55,076,481,241,120,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
137,East Siberian taiga,"133,395,371,171,755,000","61,099,319,694,430,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
138,East Siberian taiga,"125,494,823,877,874,000","63,462,536,800,336,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
139,East Siberian taiga,"110,359,589,121,232,000","68,825,240,436,746,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
140,East Siberian taiga,"109,213,468,377,866,000","67,763,264,279,933,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
141,East Siberian taiga,"135,740,637,754,311,000","60,859,804,997,884,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
142,Arctic coastal tundra,"-158,421,546,507,395,000","70,759,982,515,037,800",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
143,Beringia lowland tundra,"-157,232,685,103,095,000","58,251,280,061,554,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
144,Middle East steppe,"36,435,323,028,020,600","32,453,963,181,089,500",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
145,Caatinga,"-36,620,864,388,608,900","-8,027,188,250,406,280",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
146,Caatinga,"-38,793,069,622,760,300","-5,729,019,774,759,050",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
147,Caatinga,"-41,170,350,682,645,200","-5,188,382,526,850,350",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
148,Caatinga,"-43,714,452,168,195,700","-9,667,940,482,210,880",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
149,Caatinga,"-36,130,405,397,043,400","-7,561,213,065,369,940",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
150,Caatinga,"-40,199,969,969,681,300","-12,674,991,607,870,500",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
151,Purus-Madeira moist forests,"-64,585,482,416,313,100","-7,854,135,763,878,920",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
152,Southwest Amazon moist forests,"-68,163,144,970,115,400","-9,297,234,251,910,930",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
153,Southwest Amazon moist forests,"-70,536,838,504,634,500","-7,365,387,898,917,840",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
154,Southwest Amazon moist forests,"-69,063,550,973,417,000","-4,239,158,419,573,180",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
155,Southwest Amazon moist forests,"-70,387,745,079,108,300","-12,358,263,536,569,400",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
156,Southwest Amazon moist forests,"-73,644,676,832,888,800","-5,986,649,306,708,020",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
157,Southwest Amazon moist forests,"-74,144,436,064,140,000","-5,953,912,730,962,020",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
158,Cerrado,"-55,381,769,070,613,200","-13,363,795,002,233,300",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
159,Cerrado,"-51,810,337,715,597,100","-16,357,147,954,857,800",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
160,Cerrado,"-50,698,528,803,181,700","-13,571,805,844,961,100",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
161,Cerrado,"-56,643,756,798,759,600","-21,569,146,681,045,800",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
162,Cerrado,"-52,861,527,497,885,600","-14,102,825,568,515,800",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
163,Cerrado,"-43,995,726,289,597,300","-16,692,801,217,321,800",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
164,Cerrado,"-45,775,550,751,538,100","-8,118,857,901,695,800",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
165,Cerrado,"-46,084,365,849,636,800","-6,212,265,057,300,720",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
166,Cerrado,"-44,256,030,060,829,900","-5,748,548,096,553,460",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
167,Cerrado,"-53,672,047,034,226,600","-21,980,191,284,604,700",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
168,Cerrado,"-51,755,763,765,663,900","-18,251,685,618,403,400",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
169,Cerrado,"-49,799,853,611,016,800","-18,836,900,369,832,200",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
170,Cerrado,"-45,406,451,465,381,400","-17,265,467,554,466,600",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
171,Cerrado,"-47,679,303,696,840,200","-8,109,866,199,243,340",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
172,Cerrado,"-43,805,341,657,490,200","-8,241,077,118,011,730",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
173,Cerrado,"-45,262,587,658,451,100","-16,325,816,312,780,600",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
174,Dry Chaco,"-62,110,717,247,818,400","-18,773,739,773,860,300",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
175,Dry Chaco,"-60,025,299,942,655,300","-19,726,630,963,283,600",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
176,Dry Chaco,"-60,019,252,544,218,300","-21,769,901,428,061,300",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
177,Dry Chaco,"-61,363,168,556,411,800","-25,559,064,647,555,100",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
178,Dry Chaco,"-63,195,144,232,495,500","-23,497,922,059,125,800",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
179,Dry Chaco,"-66,613,185,303,543,900","-32,219,190,118,472,000",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
180,Dry Chaco,"-58,944,920,020,128,500","-22,581,836,658,953,600",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
181,Alto ParanÃ¡ Atlantic forests,"-55,959,233,125,582,400","-23,737,830,133,671,200",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
182,Alto ParanÃ¡ Atlantic forests,"-54,626,963,256,702,500","-24,498,654,445,386,000",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
183,Alto ParanÃ¡ Atlantic forests,"-55,093,471,722,232,700","-27,841,411,385,416,200",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
184,Alberta-British Columbia foothills forests,"-120,757,336,821,898,000","56,986,727,679,107,300",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
