id,ECO_NAME,feature_x,feature_y,BIOME ID,Carbon Storage Trees - kg per Tree,Carbon Storage Rooftops - kg per m2^2,Oxygen Trees - kg / tree,Oxygen Rooftops - kg / m2,Carbon Dioxide Cars - kg / car,Urban Cooling Trees - Kelvin / tree,Urban Cooling Rooftops - Kelvin / m2^2
651,Alaska-St. Elias Range tundra,"-144,025,474,041,704,000","63,329,757,622,342,800",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
652,Alaska-St. Elias Range tundra,"-147,113,729,911,131,000","62,390,559,801,679,900",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
653,Yukon Interior dry forests,"-133,041,380,400,843,000","60,998,944,089,346,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
654,Scandinavian Montane Birch forest and grasslands,"8,186,187,663,008,080","62,893,195,118,419,700",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
655,Scandinavian Montane Birch forest and grasslands,"5,924,703,518,425,060","59,644,363,588,897,300",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
656,Lake,"-112,567,706,460,095,000","61,994,130,609,849,500",98,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
657,Cherskii-Kolyma mountain tundra,"139,402,136,286,771,000","62,624,407,082,514,400",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
658,Beringia lowland tundra,"-164,648,815,763,693,000","61,825,440,583,991,300",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
659,Northern Cordillera forests,"-136,085,083,695,768,000","60,379,438,132,168,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
660,Northern Cordillera forests,"-125,972,955,775,156,000","60,129,182,719,055,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
661,Northern Cordillera forests,"-127,312,020,421,661,000","59,211,873,408,382,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
662,Northern Cordillera forests,"-129,033,101,030,875,000","59,972,060,852,623,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
663,Pacific Coastal Mountain icefields and tundra,"-140,345,204,603,269,000","60,516,708,834,040,500",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
664,Low Arctic tundra,"-73,184,237,607,655,300","59,678,662,302,283,200",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
665,Low Arctic tundra,"-75,214,550,016,433,400","61,166,331,665,320,600",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
666,Mid-Continental Canadian forests,"-101,016,737,197,510,000","53,627,175,807,424,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
667,Mid-Continental Canadian forests,"-112,610,472,397,895,000","58,666,356,348,181,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
668,Mid-Continental Canadian forests,"-107,698,138,511,246,000","54,452,030,893,116,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
669,Mid-Continental Canadian forests,"-111,927,751,156,836,000","58,163,693,867,883,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
670,Mid-Continental Canadian forests,"-114,924,322,173,619,000","58,182,789,919,671,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
671,Kamchatka Mountain tundra and forest tundra,"164,242,582,458,862,000","60,598,628,201,693,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
672,Sarmatic mixed forests,"17,823,070,496,545,200","60,193,242,213,753,900",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
673,Sarmatic mixed forests,"13,904,092,187,702,400","58,427,549,344,757,500",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
674,Northern mixed grasslands,"-98,142,426,717,795,100","44,954,212,315,487,500",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
675,Northern mixed grasslands,"-105,723,995,227,059,000","51,164,712,755,241,700",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
676,Northern mixed grasslands,"-98,528,361,417,881,300","44,983,287,265,479,400",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
677,English Lowlands beech forests,"-2,502,056,666,867,300","51,720,518,731,233,700",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
678,Ghorat-Hazarajat alpine meadow,"68,413,108,049,995,100","34,742,850,135,148,200",10,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
679,Mesopotamian shrub desert,"42,435,181,780,151,400","35,349,954,962,514,400",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
680,Mesopotamian shrub desert,"38,782,768,410,274,200","33,511,490,373,134,500",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
681,Central Afghan Mountains xeric woodlands,"66,176,545,521,443,100","32,455,438,379,028,700",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
682,Sakhalin Island taiga,"143,136,933,394,420,000","51,961,545,502,771,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
683,Mongolian-Manchurian grassland,"114,491,988,231,023,000","47,360,935,335,509,100",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
684,Mongolian-Manchurian grassland,"107,381,217,321,870,000","47,073,152,764,812,700",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
685,Mongolian-Manchurian grassland,"118,067,616,382,326,000","43,031,689,977,887,800",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
686,Mongolian-Manchurian grassland,"110,806,067,269,359,000","46,678,573,043,078,300",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
687,Mongolian-Manchurian grassland,"107,246,879,835,428,000","46,370,687,209,806,200",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
688,Mongolian-Manchurian grassland,"118,955,338,389,085,000","49,084,801,847,788,500",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
689,Mongolian-Manchurian grassland,"119,007,414,636,027,000","45,929,057,327,425,200",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
690,Mongolian-Manchurian grassland,"119,562,179,585,773,000","50,541,168,253,430,200",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
691,Mongolian-Manchurian grassland,"123,951,996,311,482,000","47,223,003,945,378,700",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
692,Mongolian-Manchurian grassland,"118,666,091,458,955,000","44,203,084,281,622,600",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
693,Sarmatic mixed forests,"29,527,452,294,492,200","59,434,341,485,794,000",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
694,Sarmatic mixed forests,"28,224,441,015,293,600","56,263,437,482,778,300",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
695,Sarmatic mixed forests,"43,955,759,274,982,000","54,767,533,906,358,400",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
696,Sarmatic mixed forests,"42,015,197,735,794,100","56,467,925,734,240,000",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
697,Sarmatic mixed forests,"35,749,046,063,063,300","56,121,143,820,488,100",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
698,Sarmatic mixed forests,"26,155,026,953,962,600","57,320,072,674,680,400",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
699,Sarmatic mixed forests,"27,042,079,487,469,900","57,334,981,951,996,200",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
700,Sarmatic mixed forests,"41,345,538,292,178,300","55,414,181,489,257,400",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
701,Kamchatka-Kurile meadows and sparse forests,"156,622,243,863,636,000","53,026,618,284,275,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
702,Kamchatka-Kurile meadows and sparse forests,"157,086,095,409,367,000","54,143,434,555,573,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
703,Midwestern Canadian Shield forests,"-100,218,342,420,733,000","55,489,477,975,942,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
704,Midwestern Canadian Shield forests,"-101,322,357,129,949,000","55,973,553,751,397,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
705,Midwestern Canadian Shield forests,"-94,974,039,486,218,800","56,209,176,114,885,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
706,Midwestern Canadian Shield forests,"-108,343,791,007,160,000","58,294,320,661,814,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
707,Midwestern Canadian Shield forests,"-94,636,830,663,567,300","56,568,300,316,365,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
708,Midwestern Canadian Shield forests,"-93,785,939,674,339,500","55,320,945,909,253,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
709,Midwestern Canadian Shield forests,"-93,601,901,359,685,100","52,454,751,430,668,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
710,Midwestern Canadian Shield forests,"-103,095,949,620,477,000","57,190,621,830,169,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
711,Southern Hudson Bay taiga,"-83,107,717,529,855,000","50,756,996,407,234,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
712,Southern Hudson Bay taiga,"-89,280,674,698,732,500","56,828,191,885,426,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
713,Southern Hudson Bay taiga,"-86,449,264,986,053,400","52,903,474,310,647,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
714,Southern Hudson Bay taiga,"-77,762,245,028,518,200","51,292,847,209,721,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
715,Southern Hudson Bay taiga,"-84,785,497,738,036,400","50,909,703,314,964,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
716,Okhotsk-Manchurian taiga,"138,605,023,294,728,000","52,725,519,436,831,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
717,Okhotsk-Manchurian taiga,"137,697,009,939,837,000","50,714,443,197,957,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
718,Okhotsk-Manchurian taiga,"133,647,213,445,893,000","55,391,189,099,739,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
719,Okhotsk-Manchurian taiga,"139,510,305,719,630,000","52,437,783,589,286,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
720,Okhotsk-Manchurian taiga,"141,464,957,520,531,000","52,196,565,201,099,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
721,Sarmatic mixed forests,"47,390,222,161,095,000","56,444,151,819,339,900",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
722,Sarmatic mixed forests,"57,788,671,845,176,900","57,608,440,174,638,000",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
723,Celtic broadleaf forests,0.647805045,"52,481,233,050,481,000",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
724,Celtic broadleaf forests,"-2,799,691,890,937,900","55,285,955,715,114,200",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
725,Western Siberian hemiboreal forests,"69,690,432,695,392,900","56,414,806,081,882,300",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
726,Western Siberian hemiboreal forests,"83,288,916,612,611,700","55,896,427,205,037,700",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
727,Western Siberian hemiboreal forests,"78,716,602,695,174,600","56,268,494,725,292,100",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
728,Central British Columbia Mountain forests,"-124,634,757,577,909,000","56,493,431,025,535,500",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
729,Baltic mixed forests,"12,235,710,794,847,400","53,524,954,555,035,500",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
730,South Siberian forest steppe,"84,146,236,717,325,800","55,690,106,523,937,600",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
731,South Siberian forest steppe,"86,617,829,981,279,600","54,079,503,114,493,200",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
732,Atlantic mixed forests,"2,646,572,665,798,410","49,989,741,584,867,200",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
733,Atlantic mixed forests,"9,044,787,910,039,750","52,813,597,001,396,800",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
734,Atlantic mixed forests,"7,980,925,645,446,470","51,632,913,346,544,200",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
735,Atlantic mixed forests,0.651959223,"48,914,787,488,091,900",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
736,Atlantic mixed forests,0.351107268,"46,911,603,003,956,700",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
737,Kazakh forest steppe,"67,174,881,830,898,000","56,425,472,485,607,000",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
738,Kazakh forest steppe,"60,256,387,526,275,200","51,245,517,970,158,100",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
739,Kazakh forest steppe,"70,149,389,439,152,300","55,135,611,027,333,100",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
740,Kazakh forest steppe,"68,418,508,566,136,400","54,945,664,499,050,700",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
741,Kazakh forest steppe,"60,213,814,379,397,500","51,196,049,858,732,700",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
742,Kazakh forest steppe,"85,523,198,828,487,400","53,049,261,590,483,000",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
743,British Columbia mainland coastal forests,"-121,654,378,123,859,000","47,575,710,880,767,300",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
744,British Columbia mainland coastal forests,"-121,517,513,739,849,000","48,639,687,116,538,000",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
745,East European forest steppe,"49,646,778,977,871,500","55,482,967,481,874,100",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
746,East European forest steppe,"38,339,895,967,415,400","51,572,857,315,588,000",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
747,East European forest steppe,"47,815,399,840,198,300","55,185,368,278,090,300",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
748,East European forest steppe,"41,722,304,549,983,300","53,973,681,298,351,300",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
749,East European forest steppe,"45,503,656,429,214,100","53,349,585,658,032,000",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
750,East European forest steppe,"34,900,967,956,965,300","51,406,137,674,491,100",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
751,East European forest steppe,"45,949,227,280,231,000","55,813,705,634,368,600",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
752,East European forest steppe,"48,709,206,680,398,700","53,758,296,961,802,900",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
753,East European forest steppe,"34,776,079,104,633,900","52,921,991,202,160,400",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
754,Sayan montane conifer forests,"87,482,479,820,657,200","54,684,157,491,521,800",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
755,Sayan montane conifer forests,"90,100,218,306,089,400","51,376,011,334,974,700",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
756,Sayan montane conifer forests,"86,591,999,350,471,800","52,343,087,432,853,300",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
757,Sayan montane conifer forests,"98,326,221,238,551,400","51,312,302,156,853,500",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
758,Sayan montane conifer forests,"89,878,125,868,067,000","54,112,257,970,391,000",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
759,Central European mixed forests,"20,657,501,645,296,200","51,246,996,673,089,700",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
760,Central European mixed forests,"29,010,422,647,783,600","52,293,969,308,122,500",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
761,Central European mixed forests,"22,155,338,538,023,300","50,932,876,034,275,900",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
762,Central European mixed forests,"26,002,293,422,125,000","51,250,791,743,673,400",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
763,Central European mixed forests,"19,344,893,962,767,900","52,709,124,971,191,900",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
764,Central European mixed forests,"18,204,198,933,143,900","49,911,795,643,881,000",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
765,Central European mixed forests,"21,055,842,627,798,500","54,706,039,744,983,100",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
766,Central European mixed forests,"22,533,490,583,611,100","54,893,105,411,043,300",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
767,Central European mixed forests,"23,453,771,379,261,700","52,368,215,360,633,900",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
768,Alberta-British Columbia foothills forests,"-121,155,758,872,100,000","55,599,232,770,073,400",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
769,Fraser Plateau and Basin complex,"-126,895,860,856,154,000","54,669,383,213,868,400",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
770,Fraser Plateau and Basin complex,"-127,263,168,193,616,000","54,758,230,557,840,500",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
771,Kazakh steppe,"65,648,498,509,103,900","52,028,662,902,744,300",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
772,Kazakh steppe,"64,053,741,597,466,100","51,727,032,071,123,000",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
773,Kazakh steppe,"65,949,127,234,694,900","53,764,175,279,570,900",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
774,Kazakh steppe,"55,177,288,971,948,400","51,148,491,321,666,500",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
775,Kazakh steppe,"75,790,095,737,438,300","49,776,705,011,019,900",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
776,Kazakh steppe,"73,098,980,878,097,700","48,985,375,370,025,400",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
777,Kazakh steppe,"70,782,244,301,458,500","53,563,554,518,351,000",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
778,Kazakh steppe,"73,101,172,846,030,500","49,021,291,044,798,200",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
779,Kazakh steppe,"79,206,583,121,564,100","51,415,226,651,192,600",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
780,Kazakh steppe,"76,639,914,541,109,300","50,600,169,458,635,800",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
781,Kazakh steppe,"69,477,590,223,555,000","52,172,254,826,947,800",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
782,Trans-Baikal conifer forests,"109,443,493,338,096,000","50,698,888,309,300,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
783,Trans-Baikal conifer forests,"110,224,508,309,986,000","53,094,553,816,113,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
784,Trans-Baikal conifer forests,"113,504,959,374,451,000","52,086,724,179,271,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
785,Canadian Aspen forests and parklands,"-114,111,042,049,012,000","51,463,144,482,561,200",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
786,Canadian Aspen forests and parklands,"-106,531,913,325,240,000","53,247,870,650,689,400",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
787,Canadian Aspen forests and parklands,"-113,163,940,509,822,000","54,119,063,001,626,500",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
788,Canadian Aspen forests and parklands,"-112,830,442,416,444,000","54,219,969,705,396,000",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
789,Central Canadian Shield forests,"-82,144,577,131,455,900","49,473,061,471,444,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
790,Central Canadian Shield forests,"-81,347,597,082,546,400","49,647,390,513,092,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
791,Central Canadian Shield forests,"-86,656,297,057,031,400","52,123,082,695,253,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
792,Central Canadian Shield forests,"-86,582,853,397,204,900","48,883,279,677,853,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
793,Central Canadian Shield forests,"-89,568,771,509,190,000","54,742,090,997,910,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
794,Central Canadian Shield forests,"-75,144,322,373,737,300","51,952,671,907,703,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
795,Pontic steppe,"50,665,104,022,564,900","52,517,281,602,152,500",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
796,Pontic steppe,"41,705,100,188,864,300","46,806,819,597,695,100",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
797,Pontic steppe,"33,474,095,272,392,900","45,219,829,874,363,200",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
798,Pontic steppe,"36,207,829,757,095,500","47,824,778,276,378,100",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
799,Pontic steppe,"41,362,492,261,795,500","49,520,139,237,163,100",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
800,Pontic steppe,"41,479,731,419,725,400","48,516,808,054,270,100",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
801,Pontic steppe,"45,903,290,476,741,000","50,513,992,109,835,300",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
802,Pontic steppe,"55,090,067,508,562,900","52,354,800,204,520,400",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
803,Pontic steppe,"34,763,998,438,524,400","45,435,880,559,034,100",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
804,Pontic steppe,"33,682,480,202,456,600","48,579,357,574,437,900",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
805,Pontic steppe,"56,432,233,326,352,800","51,761,835,138,342,700",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
806,Pontic steppe,"57,562,636,309,973,900","51,212,261,610,673,700",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
807,Baltic mixed forests,"17,272,990,636,503,800","53,943,238,368,145,900",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
808,Alberta Mountain forests,"-116,214,826,672,511,000","51,858,269,564,547,600",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
809,Eastern Canadian forests,"-73,487,337,743,670,900","49,933,613,336,322,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
810,Eastern Canadian forests,"-72,112,648,851,978,400","51,214,550,501,665,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
811,Eastern Canadian forests,"-64,422,992,552,065,800","51,617,430,729,947,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
812,Eastern Canadian forests,"-70,625,055,601,048,000","51,670,949,893,479,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
813,Da Hinggan-Dzhagdy Mountains conifer forests,"130,162,704,385,113,000","52,645,920,067,759,400",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
814,Da Hinggan-Dzhagdy Mountains conifer forests,"126,088,782,252,245,000","53,639,281,751,053,400",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
815,Da Hinggan-Dzhagdy Mountains conifer forests,"124,091,641,435,346,000","52,531,268,365,776,100",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
816,North Central Rockies forests,"-116,472,228,935,864,000","50,756,974,029,734,100",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
817,North Central Rockies forests,"-122,309,211,627,696,000","53,446,216,612,026,200",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
818,North Central Rockies forests,"-117,406,367,485,500,000","49,260,161,213,510,900",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
819,Central China loess plateau mixed forests,"107,687,155,830,039,000","35,902,309,484,846,900",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
820,Central China loess plateau mixed forests,"112,209,934,361,320,000","38,236,888,409,904,800",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
821,Central China loess plateau mixed forests,"111,544,836,458,607,000","36,450,343,819,264,000",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
822,Central China loess plateau mixed forests,"115,607,191,195,719,000","39,484,345,792,740,200",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
823,Sonoran desert,"-111,773,761,701,278,000","33,341,930,892,655,200",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
824,Sonoran desert,"-114,748,903,467,680,000","33,381,398,992,859,700",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
825,Northern New Guinea lowland rain and freshwater swamp forests,"143,701,202,922,387,000","-4,271,312,449,167,560",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
826,Daurian forest steppe,"110,178,688,982,581,000","48,263,985,150,093,700",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
827,Daurian forest steppe,"111,409,036,555,801,000","48,567,398,052,801,500",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
828,Daurian forest steppe,"110,285,664,986,700,000","48,774,932,541,827,000",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
829,Southeast Tibet shrublands and meadows,"100,988,239,386,072,000","31,173,346,665,453,800",10,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
830,Southeast Tibet shrublands and meadows,"102,295,787,178,634,000","30,499,870,572,338,400",10,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
831,Southeast Tibet shrublands and meadows,"102,196,630,441,551,000","32,526,589,836,567,600",10,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
